Brand Name,Only:Accessory/Outerwear/Swimwear/Formalwear/Showroom,Boys,Girls,Organic Y/M/N,Made in the USA Y/N,Price Level (1-5),Pop,Techno/Funk,Indie,Hip Hop,Jazz,Lullaby,Jock Jams
Skyler Luna,0,0,0,0,0,3,0,0,0,0,0,0,0
Smafolk,0,0,0,0,0,3,0,0,0,0,0,0,0
Small Stories,0,0,0,0,0,3,0,0,0,0,0,0,0
Smalls,0,0,0,0,0,3,0,0,0,0,0,0,0
Smiling Button,0,0,0,0,0,3,0,0,0,0,0,0,0
Snapper Rock,0,0,0,0,0,3,0,0,0,0,0,0,0
SnoPea,0,0,0,0,0,3,0,0,0,0,0,0,0
Special Kids Company ,-1,1,1,-1,-1,1,0,0,0,0,0,0,0
So Nikki</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Soapbox Kids</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Soeur,0,0,0,0,0,3,0,0,0,0,0,0,0
Soffe,0,0,0,0,0,3,0,0,0,0,0,0,0
Sofi</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Soft Gallery (Denmark),0,0,0,0,0,3,0,0,0,0,0,0,0
Sol Angeles,0,0,0,0,0,3,0,0,0,0,0,0,0
Solamigos,0,0,0,0,0,3,0,0,0,0,0,0,0
Solo Time USA (Watches),0,0,0,0,0,3,0,0,0,0,0,0,0
Someday Soon,0,0,0,0,0,3,0,0,0,0,0,0,0
Sonia rykiel Paris (FR),0,0,0,0,0,3,0,0,0,0,0,0,0
sonny james,0,0,0,0,0,3,0,0,0,0,0,0,0
SOOKI Baby,0,0,0,0,0,3,0,0,0,0,0,0,0
Sophie & Lucas</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Sophie Catalou,0,0,0,0,0,3,0,0,0,0,0,0,0
Sophie la Giraffe by Kissy Kissy</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Sorel,0,0,0,0,0,3,0,0,0,0,0,0,0
soulsmania,0,0,0,0,0,3,0,0,0,0,0,0,0
Souris Mini,0,0,0,0,0,3,0,0,0,0,0,0,0
Space Kiddets,0,0,0,0,0,3,0,0,0,0,0,0,0
Sparkle by Stoopher</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Sparkle Sisters by Couture Clips</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Special O</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Spiritual Gangster,0,0,0,0,0,3,0,0,0,0,0,0,0
splash about,0,0,0,0,0,3,0,0,0,0,0,0,0
Splendid/Ella Moss</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Spoiled Me</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
sproet and sprout,0,0,0,0,0,3,0,0,0,0,0,0,0
Sprout SF,0,0,0,0,0,3,0,0,0,0,0,0,0
ST Berts,0,0,0,0,0,3,0,0,0,0,0,0,0
stample,0,0,0,0,0,3,0,0,0,0,0,0,0
Standard</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Star Child,0,0,0,0,0,3,0,0,0,0,0,0,0
Starfish Swim/Oxygen Swim</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Start-rite,0,0,0,0,0,3,0,0,0,0,0,0,0
State Bags (Accessories),0,0,0,0,0,3,0,0,0,0,0,0,0
stay little,0,0,0,0,0,3,0,0,0,0,0,0,0
Stefania,0,0,0,0,0,3,0,0,0,0,0,0,0
steiff (GER),0,0,0,0,0,3,0,0,0,0,0,0,0
Stella Cove,0,0,0,0,0,3,0,0,0,0,0,0,0
Stella Jeans,0,0,0,0,0,3,0,0,0,0,0,0,0
Stella McCartney,0,0,0,0,0,3,0,0,0,0,0,0,0
Step2wo London,0,0,0,0,0,3,0,0,0,0,0,0,0
Sterntaler,0,0,0,0,0,3,0,0,0,0,0,0,0
Steve Madden Kids (Shoes),0,0,0,0,0,3,0,0,0,0,0,0,0
Stok Denim,0,0,0,0,0,3,0,0,0,0,0,0,0
Stone Island Jr,0,0,0,0,0,3,0,0,0,0,0,0,0
Stoney Clover Lane</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
store,0,0,0,0,0,3,0,0,0,0,0,0,0
Sttarwish Designs Dubai</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
STUART WEITZMAN KIDS (Shoes),0,0,0,0,0,3,0,0,0,0,0,0,0
Studio AJ Showroom</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Studio Noa,0,0,0,0,0,3,0,0,0,0,0,0,0
Sub_Urban Riot</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Sublime Designs</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Submarine Kids,0,0,0,0,0,3,0,0,0,0,0,0,0
Sugar Plum NY</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Suidiatic,0,0,0,0,0,3,0,0,0,0,0,0,0
Sun Pop Life</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
sunao,0,0,0,0,0,3,0,0,0,0,0,0,0
Sunchild,0,0,0,0,0,3,0,0,0,0,0,0,0
Sundek,0,0,0,0,0,3,0,0,0,0,0,0,0
Sunuva ,0,0,0,0,0,3,0,0,0,0,0,0,0
super cute,0,0,0,0,0,3,0,0,0,0,0,0,0
Super Trash Girls (UK),0,0,0,0,0,3,0,0,0,0,0,0,0
Superfit (Shoes),0,0,0,0,0,3,0,0,0,0,0,0,0
Superga Kids (Shoes),0,0,0,0,0,3,0,0,0,0,0,0,0
Superism</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Surfit (Owned by Jakabel),0,0,0,0,0,3,0,0,0,0,0,0,0
Susanne Lively Designs</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Suzanne Ermann Enfant,0,0,0,0,0,3,0,0,0,0,0,0,0
Suzette Collection</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Svaha,0,0,0,0,0,3,0,0,0,0,0,0,0
SwaddleDesigns,0,0,0,0,0,3,0,0,0,0,0,0,0
Sways (Rainwear),0,0,0,0,0,3,0,0,0,0,0,0,0
Sweeny (Out of Business?),0,0,0,0,0,3,0,0,0,0,0,0,0
Sweet Girl Shop,0,0,0,0,0,3,0,0,0,0,0,0,0
sweet home from wood (Nursery),0,0,0,0,0,3,0,0,0,0,0,0,0
Sweet Kids</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Sweet Pants,0,0,0,0,0,3,0,0,0,0,0,0,0
Sweet Peanut,0,0,0,0,0,3,0,0,0,0,0,0,0
Sweet Threads (Boutique),0,0,0,0,0,3,0,0,0,0,0,0,0
Sweet William ,0,0,0,0,0,3,0,0,0,0,0,0,0
Sweeteen</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Sweetie Pie Collection</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Synclaire Brands (Shoes),1,0,0,0,0,3,0,0,0,0,0,0,0
T2Love,0,0,0,0,0,3,0,0,0,0,0,0,0
Tago,0,0,0,0,0,3,0,0,0,0,0,0,0
Tailgate Kids,0,0,0,0,0,3,0,0,0,0,0,0,0
Tailor Vintage,0,0,0,0,0,3,0,0,0,0,0,0,0
Tallia Orange (Formal),0,0,0,0,0,3,0,0,0,0,0,0,0
Tambere,0,0,0,0,0,3,0,0,0,0,0,0,0
Tane Organics,0,0,0,0,0,3,0,0,0,0,0,0,0
Tao and Friends,0,0,0,0,0,3,0,0,0,0,0,0,0
tarantela ,0,0,0,0,0,3,0,0,0,0,0,0,0
Target Dry (Outerwear),0,0,0,0,0,3,0,0,0,0,0,0,0
TaRoo Too (NY),0,0,0,0,0,3,0,0,0,0,0,0,0
Tartine et Chocolat,0,0,0,0,0,3,0,0,0,0,0,0,0
Tea Collection,0,1,1,1,-1,1,1,1,-1,-1,-1,1,-1
Tealbee</div>,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1
Tenson,1,0,0,1,-1,3,0,0,0,0,0,0,0
Terez,0,-1,1,0,0,3,0,0,0,0,0,0,0
Term Footwear,1,0,0,0,0,3,0,0,0,0,0,0,0
TF Laurence,0,0,0,0,0,3,0,0,0,0,0,0,0
the animals observatory,0,1,1,-1,-1,2,1,1,-1,-1,1,1,-1
The Beaufort Bonnet Company</div>,0,1,1,0,-1,2,1,-1,-1,-1,1,1,-1
The Blueberry Hill,1,0,0,0,0,3,0,0,0,0,0,0,0
the bonnie mob,0,1,1,1,-1,2,1,1,1,-1,1,1,-1
The Brand,0,1,1,0,0,3,0,0,0,0,0,0,0
The Dutch Design ,0,0,0,0,0,3,0,0,0,0,0,0,0
The Fableists,0,1,1,1,-1,1,1,-1,1,1,-1,-1,-1
The Faraway Gang,0,1,1,0,0,3,0,0,0,0,0,0,0
The Fruity</div>,0,1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1
The Giving Child</div>,0,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1
The Great British Baby Company,0,1,1,1,-1,5,1,-1,-1,-1,-1,-1,-1
The Lines in Between</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
The Little CLothing Co,0,1,1,0,-1,1,1,-1,-1,-1,1,1,-1
The Little Shoemaker,1,0,0,0,0,3,0,0,0,0,0,0,0
The Little Tailor (UK),0,1,1,0,-1,1,-1,-1,-1,-1,1,1,-1
The Mini Classy,0,1,1,0,1,2,-1,1,1,1,-1,-1,-1
the organic project,0,1,1,1,-1,4,1,-1,1,-1,1,-1,-1
The Plush Shop</div>,1,0,0,0,0,3,0,0,0,0,0,0,0
The Rose Garden</div>,1,0,0,0,0,3,0,0,0,0,0,0,0
The Showroom</div>,0,-1,1,0,0,3,0,0,0,0,0,0,0
The Small Gatsby,1,1,1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1
The Spunky Stork,0,1,1,1,1,1,-1,1,1,-1,-1,1,-1
the Sweet Potatoe,0,1,1,0,1,1,1,1,-1,-1,1,-1,-1
The Wild ,0,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1
Their Nibs,0,1,1,-1,-1,2,1,-1,-1,-1,1,1,-1
Thimble Collection ,0,1,1,0,1,1,1,-1,-1,-1,1,1,-1
Thread Showroom</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Three Bows</div>,0,-1,1,-1,-1,2,1,-1,-1,-1,1,-1,-1
Three Little Numbers,0,0,0,0,0,3,0,0,0,0,0,0,0
tia cibani kids,0,1,1,-1,-1,5,1,1,-1,-1,-1,-1,-1
Tiare Hawaii</div>,0,-1,1,0,-1,2,-1,1,-1,-1,-1,-1,-1
Ticket to Heaven (Outerwear),1,0,0,0,0,3,0,0,0,0,0,0,0
Tickle Toes</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Timberland Kids,1,0,0,0,0,3,0,0,0,0,0,0,0
TimeMachine Clothing</div>,0,-1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1
Tina Neumann,0,0,0,0,0,3,0,0,0,0,0,0,0
Tinono</div>,0,1,1,1,-1,2,1,1,-1,-1,1,-1,-1
Tiny Twig</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Tiny Universe (UK),1,1,1,0,0,3,0,0,0,0,0,0,0
Tiny Whales,0,1,1,0,1,1,1,1,-1,1,-1,-1,-1
Tiny You,0,1,1,-1,1,1,1,1,-1,-1,1,1,-1
tinycottons,0,1,1,1,-1,2,1,1,1,-1,1,1,-1
tioom et mère,0,1,1,0,-1,1,1,-1,-1,-1,-1,-1,-1
tip toey joey,1,0,0,0,0,3,0,0,0,0,0,0,0
Tip Top Kids</div>,1,0,0,0,0,3,0,0,0,0,0,0,0
TO Collection</div>,1,0,0,0,0,3,0,0,0,0,0,0,0
tobias & the bear,0,1,1,1,-1,1,1,1,1,-1,-1,1,-1
Toby Tiger,0,1,1,1,-1,1,1,1,1,-1,-1,1,-1
Tocoto Vintage,0,1,1,-1,-1,2,1,1,-1,-1,1,-1,-1
Toetum,0,1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1
Toffee Moon ,0,1,1,-1,-1,2,-1,-1,-1,-1,-1,1,-1
Toke and Kone,1,0,0,0,0,3,0,0,0,0,0,0,0
Tom & Drew,0,0,0,0,0,3,0,0,0,0,0,0,0
Tomi Kids</div>,0,1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1
Tommy Hilfiger Kids,0,1,1,-1,-1,2,-1,1,-1,1,-1,-1,1
Too-La-Roo</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Toobydoo</div>,0,1,1,0,-1,1,1,1,-1,-1,1,-1,-1
Tootsa,0,1,1,1,-1,1,1,1,-1,-1,1,1,-1
Top Gun</div>,1,0,0,0,0,3,0,0,0,0,0,0,0
Torly Kids,0,1,1,0,-1,2,1,1,-1,-1,1,1,-1
Toucan Blue,0,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1
touriste,0,0,0,0,0,3,0,0,0,0,0,0,0
Tracie&#039;s Boutique</div>,0,1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1
Tractr Blu,0,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1
Trade Commision of Peru in New York</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Tralala,1,0,0,0,0,3,0,0,0,0,0,0,0
Trasluz,0,1,1,-1,-1,2,1,-1,-1,-1,1,1,-1
Treehouse by Anja Schwerbrock,0,-1,1,0,-1,3,-1,-1,1,-1,1,-1,-1
Tretorn Kids</div>,1,0,0,0,0,3,0,0,0,0,0,0,0
Trimfit,0,1,1,0,-1,1,1,1,-1,-1,1,1,-1
Trimfoot Co.</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
TroiZenfantS,0,0,0,0,0,3,0,0,0,0,0,0,0
Tru Luv...everything but the princess?,0,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1
True Religion Kids,0,1,1,0,-1,2,1,1,-1,1,-1,-1,-1
Truly Whimsical</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Trumpette,1,0,0,0,0,3,0,0,0,0,0,0,0
Trussardi (IT),0,0,0,0,0,3,0,0,0,0,0,0,0
tsukihoshi,1,0,0,0,0,3,0,0,0,0,0,0,0
Tuc Tuc,0,1,1,0,-1,1,1,1,-1,-1,1,1,-1
Tuchinda,0,-1,1,-1,-1,3,1,-1,-1,-1,1,-1,-1
Tucker</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Tuli Bert</div>,0,1,1,-1,-1,1,-1,1,-1,1,-1,-1,-1
Tulip & Nettle,0,1,1,0,-1,2,-1,-1,-1,-1,1,1,-1
Tun Tun</div>,0,1,1,0,0,3,0,0,0,0,0,0,0
tuppence & crumble,1,0,0,0,0,3,0,0,0,0,0,0,0
Turtledove London,0,1,1,1,-1,1,1,-1,1,-1,1,1,-1
Tuss,0,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1
Tutto Piccolo (ES),0,1,1,0,-1,1,1,-1,-1,-1,1,1,-1
Tutu Couture International</div>,0,-1,1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1
Tutu Du Monde,0,0,0,0,0,3,0,0,0,0,0,0,0
Twin Set Girl,0,-1,1,0,0,3,0,0,0,0,0,0,0
Twirly Girl,0,-1,1,0,1,3,1,1,-1,-1,1,-1,-1
Twist and Tango,0,0,0,0,0,3,0,0,0,0,0,0,0
Two Els,0,-1,1,-1,-1,3,0,0,0,0,0,0,0
Two Kids and a Dog,0,1,1,-1,-1,2,1,-1,-1,-1,1,1,-1
U Go Girl</div>,0,-1,1,-1,1,3,0,0,0,0,0,0,0
Ublubyblu</div>,0,-1,1,-1,-1,2,1,-1,-1,-1,1,-1,-1
Ugg Australia,1,0,0,0,0,3,0,0,0,0,0,0,0
Uju,0,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1
Umi Shoes,0,0,0,0,0,3,0,0,0,0,0,0,0
un pie en versailles,1,0,0,0,0,3,0,0,0,0,0,0,0
UnAuthorized</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Uncommonly Cute,0,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1
Under the Nile,0,1,1,1,-1,1,-1,-1,1,-1,1,1,-1
Unitrend,1,0,0,0,0,3,0,0,0,0,0,0,0
unlabel,0,0,0,-1,-1,3,0,0,0,0,0,0,0
unlaw,0,0,0,0,0,3,0,0,0,0,0,0,0
UpBaby</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Urban Mum Shop,0,0,0,0,0,3,0,0,0,0,0,0,0
US Angels,0,0,0,0,0,3,0,0,0,0,0,0,0
ustabelle,0,0,0,0,0,3,0,0,0,0,0,0,0
Uuni</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
V&Crew,0,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1
Valmax,0,-1,1,-1,-1,3,0,0,0,0,0,0,0
Vander Collection</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Vandoma (Ties),1,0,0,0,0,3,0,0,0,0,0,0,0
VANS Kids,0,1,-1,0,-1,3,-1,-1,-1,1,-1,-1,-1
Veja,1,0,0,0,0,3,0,0,0,0,0,0,0
Velveteen,0,-1,1,0,-1,4,1,-1,-1,-1,1,-1,-1
Veridiana,0,0,0,0,0,3,-1,1,-1,-1,-1,-1,-1
Vierra Rose</div>,0,0,0,-1,-1,3,0,0,0,0,0,0,0
Vignette by Magpie Mabel</div>,0,-1,1,-1,-1,1,-1,1,-1,-1,1,-1,-1
Vilebrequin,0,1,1,-1,-1,3,1,-1,-1,-1,1,-1,-1
Vineyard Vines,0,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1
Vingino</div>,0,1,1,0,-1,2,1,-1,-1,1,1,-1,-1
Vintage Havana,0,-1,1,-1,-1,2,-1,1,-1,1,-1,-1,-1
Vintage Kit Disney,0,0,0,0,0,3,0,0,0,0,0,0,0
violeta e federico,0,1,1,0,0,3,0,0,0,0,0,0,0
Visible CLothing,0,1,1,1,-1,2,1,1,1,-1,1,1,-1
Viverano,0,1,1,1,-1,2,-1,-1,1,-1,1,1,-1
Vivi Art Boutique</div>,0,-1,1,-1,-1,5,-1,1,-1,-1,1,-1,-1
Voksi,1,0,0,0,0,3,0,0,0,0,0,0,0
Vonbon,0,1,1,0,-1,2,-1,-1,-1,-1,1,1,-1
Waddle and Friends,1,0,0,0,0,3,0,0,0,0,0,0,0
Waddler,0,1,1,1,-1,2,-1,-1,1,-1,1,-1,-1
Wander and Wonder (Limited SKUs),1,0,0,0,0,3,0,0,0,0,0,0,0
Washington Shoe Company</div>,1,0,0,0,0,3,0,0,0,0,0,0,0
Watchitude</div>,1,0,0,0,0,3,0,0,0,0,0,0,0
Wawa ,0,1,1,1,-1,3,-1,1,-1,-1,1,-1,-1
We The Beautiful</div>,0,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1
Wedoble,0,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1
Wee Ones,1,0,0,0,0,3,0,0,0,0,0,0,0
Week-end a la Mer,0,1,1,0,0,1,1,-1,-1,-1,-1,-1,-1
Well Grounded CO,0,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1
Well Spotted,0,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1
Wes and Willy,0,1,-1,-1,-1,1,1,1,-1,1,-1,1,1
Western Chief,1,0,0,0,0,3,0,0,0,0,0,0,0
Wex Baby,0,1,1,1,-1,1,-1,-1,1,-1,1,-1,-1
Wheat,0,1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1
Where is Marlo,0,1,1,1,-1,2,1,-1,1,-1,-1,-1,-1
Whitlow & Hawkins</div>,0,0,0,0,0,3,0,0,0,0,0,0,0
Widgeon (Outerwear),1,0,0,0,0,3,0,0,0,0,0,0,0
Wild & Gorgeous</div>,0,1,1,-1,-1,3,1,-1,-1,1,-1,-1,-1
Wild And Fierce Childrenswear</div>,0,1,1,0,-1,3,0,0,0,0,0,0,0
Wild and Whimsy,0,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1
Wildchild London,0,1,1,0,-1,1,1,-1,-1,-1,-1,-1,-1
wildfire teepees,1,0,0,0,0,3,0,0,0,0,0,0,0
Winter Water Factory (BROOKLYN),0,1,1,1,1,2,1,1,1,-1,-1,-1,-1
Wobaby Basics,0,1,1,1,-1,1,1,1,1,-1,-1,-1,-1
Wolf and Rita,0,-1,1,1,-1,3,1,1,1,-1,1,-1,-1
Wonderboy,0,-1,-1,0,0,3,0,0,0,0,0,0,0
Woolrich Kids,0,-1,-1,0,0,3,0,0,0,0,0,0,0
wooly organic,0,1,1,1,-1,1,1,-1,1,-1,-1,-1,-1
World by Swing,0,0,0,0,0,3,0,0,0,0,0,0,0
WOWO,0,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1
wren & james,0,-1,1,-1,-1,2,1,-1,-1,-1,-1,-1,-1
Xiamen Songwin Trading Co.</div>,0,-1,1,0,-1,3,1,-1,-1,-1,1,-1,-1
Y'all Kids,0,1,1,-1,1,2,-1,1,-1,-1,-1,-1,-1
Yala Designs,0,1,1,-1,-1,2,-1,-1,-1,-1,1,-1,-1
yellow pelota,0,1,1,0,-1,2,-1,-1,-1,-1,1,-1,-1
Yizzam,0,0,0,0,1,1,1,1,-1,-1,-1,-1,-1
yo baby,0,-1,1,0,-1,1,1,1,-1,-1,1,-1,-1
Yoka Showroom,0,1,1,-1,-1,3,1,-1,-1,-1,1,-1,-1
Young and Free Apparel,0,1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1
Young Versace,0,1,1,0,-1,5,1,1,-1,-1,1,-1,-1
Youngsoles,1,0,0,0,0,3,0,0,0,0,0,0,0
yporque,0,1,1,-1,-1,1,-1,-1,-1,1,1,-1,-1
Z' Baby Company,0,1,1,-1,-1,2,-1,-1,-1,-1,1,-1,-1
Za and Lu,0,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1
Zadig & Voltare,0,1,1,-1,-1,2,-1,-1,-1,1,-1,-1,-1
Zaza Couture ,0,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1
Zef (footwear),1,0,0,0,0,3,0,0,0,0,0,0,0
Zibalee (Out of Business?),0,0,0,0,0,3,0,0,0,0,0,0,0
ZipIt ,0,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1
Zoe Grados,0,1,1,1,-1,3,1,-1,1,-1,-1,-1,-1
Zoe Ltd.</div> (not even started),0,0,0,0,0,3,0,0,0,0,0,0,0
Zolima (Accessories),1,0,0,0,0,3,0,0,0,0,0,0,0
Zutano ,0,1,1,-1,-1,1,1,-1,-1,-1,1,1,-1
,0,0,0,0,0,3,0,0,0,0,0,0,0
